
          epoch;     train_loss;       val_loss;             PA;         Recall;      Precision;             F1;     Train_Miou;       Val_Miou;          FWiou;
             36;        0.16561;        0.16733;        0.94254;        0.93403;        0.92277;        0.89922;        0.86732;        0.86736;        0.89256;
             37;        0.16652;         0.1769;        0.94122;        0.92665;         0.9296;        0.89514;        0.86616;        0.86591;        0.88951;
             38;        0.17101;        0.17227;         0.9434;        0.92867;         0.9315;        0.89825;        0.86223;        0.86991;        0.89347;
             39;        0.16453;        0.16703;        0.94212;         0.9267;        0.92883;        0.89547;         0.8685;        0.86659;        0.89152;
             40;        0.16537;        0.17086;        0.94253;        0.92986;        0.92823;        0.89753;        0.86842;        0.86766;        0.89204;
             41;        0.17045;        0.17674;        0.94058;        0.93249;        0.91982;        0.89625;        0.86361;        0.86318;        0.88908;
             42;        0.16439;        0.16931;        0.94066;        0.93863;        0.91479;        0.89908;        0.86779;         0.8635;        0.88957;
             43;         0.1616;        0.16204;        0.94421;        0.92821;        0.93395;         0.8991;        0.87014;        0.87199;        0.89499;
             44;        0.16356;        0.18587;        0.93666;        0.92324;        0.92224;        0.88854;        0.86841;        0.85666;        0.88164;
             45;        0.16432;        0.17089;        0.94355;        0.92676;        0.93305;        0.89746;        0.86754;        0.87008;        0.89377;
             46;        0.16208;        0.15818;        0.94698;        0.93509;        0.93259;        0.90495;        0.86898;        0.87692;        0.90013;
             47;         0.1604;        0.17319;        0.94164;        0.92646;        0.93034;        0.89567;        0.87044;        0.86698;        0.89031;
             48;        0.16175;        0.17014;        0.94359;        0.92982;        0.93037;        0.89901;        0.87028;        0.87035;        0.89396;
             49;        0.16146;        0.16509;        0.94451;        0.92798;        0.93603;        0.89961;        0.87007;          0.873;        0.89522;
             50;        0.15706;        0.17992;        0.93981;        0.93024;        0.91985;        0.89428;        0.87246;         0.8614;        0.88768;
             51;        0.16034;        0.16389;        0.94533;         0.9296;        0.93559;        0.90111;        0.87085;        0.87441;        0.89682;
             52;        0.15866;        0.15934;        0.94608;        0.93583;         0.9294;        0.90412;        0.87185;        0.87481;        0.89869;
             53;        0.15893;        0.16245;        0.94645;        0.93646;         0.9295;        0.90472;        0.87185;        0.87539;        0.89936;
             54;          0.152;        0.17481;        0.93941;        0.92477;        0.92478;        0.89171;        0.87677;        0.86114;        0.88661;
             55;        0.15523;         0.1654;        0.94525;        0.93257;        0.93171;        0.90219;        0.87445;        0.87393;        0.89697;
             56;        0.15604;        0.17109;        0.94408;        0.92972;        0.93249;        0.89962;         0.8732;        0.87157;        0.89466;
             57;        0.15418;        0.16478;        0.94512;        0.93383;        0.93072;        0.90256;        0.87581;        0.87355;        0.89669;
             58;        0.15461;         0.1604;        0.94506;        0.93165;         0.9326;        0.90164;        0.87488;        0.87365;        0.89649;
             59;        0.15372;        0.16181;        0.94484;        0.93999;        0.92109;        0.90368;        0.87621;        0.87084;        0.89704;
             60;        0.15041;        0.16508;        0.94461;        0.93442;        0.92784;        0.90195;        0.87832;        0.87196;        0.89599;
             61;        0.15117;        0.17355;        0.94004;        0.92832;        0.92178;         0.8937;        0.87777;          0.862;        0.88813;
             62;        0.15787;        0.17147;        0.94036;        0.93503;         0.9155;        0.89649;        0.87232;        0.86172;         0.8891;
             63;        0.14952;        0.17675;        0.94462;        0.92827;        0.93453;        0.89951;         0.8789;        0.87258;        0.89563;
             64;        0.14535;        0.18349;        0.94182;        0.92701;        0.92759;        0.89526;        0.88054;        0.86586;        0.89098;
             65;        0.14963;        0.17347;        0.94171;        0.93589;         0.9175;        0.89832;        0.87655;        0.86438;        0.89151;
             66;        0.14924;        0.18851;         0.9401;        0.92495;        0.92777;        0.89282;        0.87906;        0.86305;        0.88755;
             67;        0.14453;        0.18291;        0.94194;        0.93358;        0.92203;         0.8983;        0.88182;        0.86601;        0.89143;
             68;        0.15217;        0.17697;        0.93996;        0.93728;          0.915;        0.89791;        0.87726;        0.86242;        0.88825;
             69;        0.14718;        0.16417;        0.94628;        0.93361;        0.93177;        0.90323;         0.8815;          0.875;        0.89892;
             70;        0.14582;        0.16345;         0.9468;        0.93578;        0.93155;        0.90507;        0.88122;        0.87657;        0.89984;
             71;        0.14222;        0.15959;        0.94739;        0.93527;        0.93325;        0.90546;        0.88286;        0.87776;         0.9009;
             72;        0.14562;        0.15903;        0.94806;        0.93357;        0.93728;        0.90574;         0.8817;        0.87967;        0.90188;
             73;        0.14468;        0.17561;        0.93998;        0.92605;        0.92454;         0.8928;        0.88034;         0.8621;        0.88768;
             74;        0.14401;        0.17649;        0.94242;        0.92608;        0.93118;        0.89592;         0.8823;        0.86779;        0.89176;
             75;        0.14576;        0.15887;        0.94796;        0.93166;        0.93943;        0.90493;        0.88122;        0.87978;        0.90154;
             76;        0.14229;        0.17189;        0.94293;        0.92463;        0.93437;        0.89611;        0.88386;        0.86941;         0.8926;
             77;        0.15026;        0.16857;        0.94459;        0.93321;        0.92847;        0.90132;        0.87675;        0.87184;          0.896;
             78;        0.14276;        0.16246;        0.94701;        0.93976;         0.9274;        0.90664;        0.88476;        0.87627;        0.90055;
             79;        0.14207;        0.16653;        0.94434;        0.93422;        0.92772;        0.90165;        0.88389;        0.87156;        0.89548;
             80;        0.14309;        0.15708;        0.94829;        0.93267;        0.93905;        0.90572;        0.88296;        0.88036;        0.90218;
             81;        0.14581;         0.1663;        0.94729;         0.9317;        0.93828;         0.9043;          0.882;        0.87854;         0.9003;
             82;        0.14263;        0.16062;          0.944;        0.93055;        0.92858;          0.899;         0.8835;        0.86986;        0.89503;
             83;        0.14117;        0.16385;        0.94574;          0.932;        0.93542;         0.9028;        0.88572;        0.87557;         0.8975;
             84;        0.14017;        0.16629;        0.94482;         0.9296;        0.93406;        0.90035;        0.88537;          0.873;        0.89594;
             85;        0.13721;        0.16153;        0.94614;        0.93338;        0.93277;        0.90336;        0.88708;        0.87539;         0.8985;
             86;        0.13694;        0.15929;        0.94696;        0.93261;        0.93547;        0.90404;        0.88736;        0.87731;        0.89993;
             87;        0.14064;        0.15349;        0.94847;        0.93542;        0.93727;        0.90732;         0.8849;        0.88098;        0.90254;
             88;        0.13858;        0.17786;        0.94329;        0.93289;        0.92594;        0.89975;        0.88624;        0.86922;        0.89373;
             89;        0.13832;         0.1661;        0.94487;        0.92925;        0.93423;        0.90032;        0.88718;        0.87329;        0.89614;
             90;        0.13928;        0.15299;         0.9484;        0.94228;        0.92962;        0.90999;        0.88611;        0.88023;        0.90289;
             91;         0.1387;        0.15336;        0.94896;        0.93808;        0.93475;        0.90872;        0.88611;        0.88136;        0.90366;
             92;        0.13987;        0.17444;        0.94414;          0.928;        0.93312;        0.89871;        0.88486;        0.87144;        0.89497;
             93;        0.13386;        0.17018;        0.94429;        0.93504;        0.92673;        0.90185;        0.89089;        0.87128;        0.89541;
             94;        0.13592;        0.17105;         0.9438;        0.92808;        0.93216;        0.89833;        0.88693;        0.87059;         0.8943;
             95;        0.13437;        0.16236;         0.9463;        0.92999;         0.9352;        0.90156;        0.88904;          0.875;        0.89882;
             96;         0.1345;        0.17474;        0.94463;        0.93742;        0.92386;        0.90279;        0.88894;        0.87109;        0.89633;
             97;        0.13227;        0.17957;        0.94451;        0.93354;        0.92796;        0.90126;        0.89083;        0.87142;        0.89581;
             98;        0.13666;        0.16339;        0.94605;        0.92804;        0.93885;        0.90124;        0.88538;          0.876;        0.89803;
             99;        0.13471;        0.16885;        0.94508;        0.93208;        0.93038;        0.90112;        0.88885;        0.87248;        0.89684;
            100;        0.12836;        0.16983;        0.94655;        0.93507;        0.93206;        0.90459;        0.89206;        0.87625;        0.89931;

